Record_ID,Auction_ID,Bidder_ID,Bidder_Tendency,Bidding_Ratio,Successive_Outbidding,Last_Bidding,Auction_Bids,Starting_Price_Average,Early_Bidding,Winning_Ratio,Auction_Duration,Class
141,1165,h***h,0.020833333,0.017241379,0,0.317962963,0.689655172,0.993592814,0.317962963,0,1,0
142,1165,n***n,0.025974026,0.034482759,0,0.319050926,0.689655172,0.993592814,0.316724537,0,1,0
143,1165,s***n,0.011764706,0.017241379,0,0.422696759,0.689655172,0.993592814,0.422696759,0,1,0
144,1165,0***h,0.034482759,0.017241379,0,0.492893519,0.689655172,0.993592814,0.492893519,0,1,0
149,368,r***s,0.142857143,0.1,0.5,0.867055556,0.55,0.993592814,0.86694213,0.9,5,1
151,979,s***c,0.111111111,0.2,0,0.002003968,0,0,0.001990741,0.777777778,7,0
153,979,s***-,0.2,0.3,0,0.619857804,0,0,0.244773479,0.7,7,0
154,368,a***9,0.083333333,0.05,0,0.899944444,0.55,0.993592814,0.899907407,0,5,0
155,979,e***e,0.014492754,0.2,0,0.169708995,0,0,0.142792659,0.865671642,7,0
159,368,c***o,0.181818182,0.05,0,0.914979167,0.55,0.993592814,0.914967593,0,5,0
160,979,d***u,0.105263158,0.2,0,0.263721892,0,0,0.263715278,0.909090909,7,0
161,979,c***9,0.125,0.1,0,0.42661541,0,0,0.42661541,1,7,0
165,1269,a***g,0.4,0.076923077,0,0.949881944,0.307692308,0,0.949865741,0,5,0
166,1269,_***i,0.1,0.038461538,0,0.956627315,0.307692308,0,0.956627315,0,5,0
169,2086,w***s,0.142857143,0.03030303,0,4.9603E-06,0.454545455,0.993592814,4.9603E-06,0,7,0
170,2086,s***s,0.010204082,0.03030303,0,0.027149471,0.454545455,0.993592814,0.027149471,0,7,0
171,2086,i***b,0.5,0.151515152,0,0.727521495,0.454545455,0.993592814,0.713035714,0.75,7,0
176,550,1***i,0.04,0.2,0,0.0003125,0,0,0.0003125,1,3,0
177,818,n***t,0.010416667,0.076923077,0,0.964953704,0,0.993592814,0.964953704,0,3,0
180,1001,b***b,0.012987013,0.058823529,0,0.990347222,0,0,0.990347222,0,1,0
191,352,y***s,0.027027027,0.058823529,0,0.914135803,0,0.993592814,0.914135803,0,3,0
192,352,9***3,0,0.058823529,0,0.001712963,0,0.993592814,0.001712963,0,3,0
193,995,r***r,0.07826087,0.219512195,0,0.972820216,0.56097561,0.993592814,0.779151235,0.87755102,3,0
194,995,p***u,0.75,0.073170732,0.5,0.94162037,0.56097561,0.993592814,0.941396605,0,3,1
197,352,m***r,0.025,0.058823529,0,0.002920525,0,0.993592814,0.002920525,0,3,0
198,438,0***i,0.060606061,0.4,0,7.10979E-05,0,0,1.65344E-05,0.736842105,7,0
201,438,y***s,0.054054054,0.4,0,0.019026124,0,0,0.019021164,0.857142857,7,0
202,870,a***k,0.026666667,0.043478261,0,0.7953125,0.608695652,0.99935281,0.795289352,0,1,0
203,352,-***w,1,0.235294118,0,0.945520833,0,0.993592814,0.945435957,1,3,0
207,738,a***6,0.015151515,0.033333333,0,1.62037E-05,0.4,0,1.62037E-05,0,5,0
208,738,e***o,0.028571429,0.033333333,0,6.9444E-06,0.4,0,6.9444E-06,0,5,0
209,738,k***2,0.333333333,0.033333333,0,9.2593E-06,0.4,0,9.2593E-06,0,5,0
211,738,y***g,0.166666667,0.033333333,0,0.011752315,0.4,0,0.011752315,0,5,0
212,1349,r***r,0.008695652,0.032258065,0,1.15741E-05,0.419354839,0.993592814,1.15741E-05,0,5,0
214,1349,a***a,0.012084592,0.129032258,0,0.054347222,0.419354839,0.993592814,0.035960648,0.848214286,5,0
217,1349,e***l,0.056603774,0.096774194,0,0.092199074,0.419354839,0.993592814,0.001597222,0,5,0
221,1045,c***2,0.033333333,0.142857143,0,0.892387566,0,0,0.892387566,1,7,0
223,870,d***a,0.08,0.086956522,0,0.960856482,0.608695652,0.99935281,0.844849537,0,1,0
224,870,c***m,0.75,0.065217391,0,0.875046296,0.608695652,0.99935281,0.875046296,0,1,0
242,1892,u***r,0.014084507,0.066666667,0,0.332959105,0,0,0.332959105,0,3,0
245,1349,r***1,0.090909091,0.032258065,0,0.171134259,0.419354839,0.993592814,0.171134259,0,5,0
246,1349,r***i,0.266666667,0.129032258,0,0.556298611,0.419354839,0.993592814,0.4275,1,5,0
247,1349,d***a,0.18,0.290322581,0,0.700717593,0.419354839,0.993592814,0.697171296,1,5,0
251,838,n***_,0.090909091,0.029411765,0,1.32275E-05,0.470588235,0.999935281,1.32275E-05,0,7,0
252,838,t***r,0.05,0.029411765,0,0.020008267,0.470588235,0.999935281,0.020008267,0,7,0
255,1943,a***k,0.04,0.09375,0,0.851631944,0.4375,0.993592814,0.851631944,0,3,0
256,1943,u***m,0.025641026,0.03125,0,0.966608796,0.4375,0.993592814,0.966608796,0,3,0
257,1661,r***g,0.034482759,0.142857143,0,0.698981482,0,0,0.698981482,0.823529412,7,0
258,1943,1***v,0,0.03125,0,0.981138117,0.4375,0.993592814,0.981138117,0,3,0
264,807,e***o,0.028571429,0.04,0,0.142399691,0.28,0,0.142399691,0,3,0
265,807,f***f,0.466666667,0.28,0,0.289949846,0.28,0,0.289949846,0.833333333,3,0
266,807,.***.,0.454545455,0.2,1,0.782916667,0.28,0,0.782858796,1,3,1
267,807,n***s,0.043478261,0.04,0,0.905783179,0.28,0,0.905783179,0,3,0
272,807,n***t,0.010416667,0.04,0,0.912966821,0.28,0,0.912966821,0,3,0
273,2079,i***o,0.03030303,0.166666667,0,8.10185E-05,0,0,8.10185E-05,0.866666667,1,0
274,2079,o***l,0.028571429,0.166666667,0,0.000127315,0,0,0.000127315,0.761904762,1,0
275,2079,i***v,0.058823529,0.166666667,0,0.009560185,0,0,0.009560185,0.75,1,0
278,25,n***l,0.054054054,0.111111111,0,0.509166667,0,0,3.3069E-06,0.777777778,7,0
282,1644,a***k,0.026666667,0.048780488,0,0.073955027,0.56097561,0.993528095,0.073943452,0,7,0
284,1644,_***t,0.8,0.097560976,0,0.341317791,0.56097561,0.993528095,0.163503638,0,7,0
288,556,r***r,0.026086957,0.054545455,0,0.990189043,0.672727273,0.99935281,0.988337191,0,3,0
299,1392,t***m,0.25,0.1,0,0.988219246,0,0,0.988219246,1,7,0
300,1392,t***l,0.043478261,0.1,0,0.997488426,0,0,0.997488426,1,7,0
301,1392,4***b,0.5,0.1,0,0.993136574,0,0,0.993136574,1,7,0
302,1392,1***i,0.04,0.1,0,0.995760582,0,0,0.995760582,1,7,0
308,1577,x***i,0.2,0.025,0,0.836226852,0.55,0.993592814,0.836226852,0,1,0
313,1610,i***n,0.025,0.076923077,0,0.641577932,0,0,0.641577932,0,3,0
314,1610,s***l,0.085714286,0.230769231,0.5,0.668800154,0,0,0.668765432,1,3,0
316,1141,u***_,0.424242424,0.666666667,1,0.906998457,0.142857143,0,0.700131173,0.8,3,1
329,1392,0***e,0.052631579,0.3,0.5,0.855553902,0,0,0.68051422,0.793103448,7,1
337,166,i***e,0.038461538,0.166666667,0,0.000127315,0,0,0.000127315,0.8,1,0
338,166,l***s,0.037037037,0.166666667,0,0.029560185,0,0,0.029560185,1,1,0
339,166,r***p,0.2,0.166666667,0,0.246608796,0,0,0.246608796,0.5,1,0
340,166,0***i,0.03030303,0.166666667,0,0.341180556,0,0,0.341180556,0.736842105,1,0
342,651,o***t,0.030769231,0.2,0,0.000135031,0,0,9.25926E-05,0.782608696,3,0
343,651,c***b,0.4,0.2,0,0.000771605,0,0,0.000771605,1,3,0
346,651,a***a,0.003021148,0.1,0,0.475416667,0,0,0.475416667,0.848214286,3,0
349,1370,t***n,0.009259259,0.052631579,0,0.534490741,0.052631579,0,0.534490741,0,7,0
350,600,a***o,0.067226891,0.307692308,0,0.435183532,0.307692308,0.993592814,0.424454365,0.757575758,7,0
354,600,r***h,0.008196721,0.038461538,0,0.559907407,0.307692308,0.993592814,0.559907407,0,7,0
355,600,u***-,1,0.115384615,0,0.60880787,0.307692308,0.993592814,0.554413029,1,7,0
356,600,h***c,0.055555556,0.038461538,0,0.658450728,0.307692308,0.993592814,0.658450728,0,7,0
358,600,a***j,0.076923077,0.038461538,0,0.615486111,0.307692308,0.993592814,0.615486111,0,7,0
359,600,o***s,0.04,0.038461538,0,0.636008598,0.307692308,0.993592814,0.636008598,0,7,0
362,181,o***o,0.009803922,0.055555556,0,0.996805556,0,0,0.996805556,0,1,0
363,1083,y***b,0.034482759,0.083333333,0,0.000335648,0,0,0.000335648,0,1,0
364,1083,u***4,0.25,0.083333333,0,0.000462963,0,0,0.000462963,0,1,0
368,2370,a***r,0.014925373,0.037037037,0,0.137633929,0.333333333,0.993528095,0.137633929,0,7,0
370,2370,n***o,0.073170732,0.111111111,0,0.264477513,0.333333333,0.993528095,0.264469246,1,7,0
371,2370,a***y,0.043478261,0.037037037,0,0.905257937,0.333333333,0.993528095,0.905257937,0,7,0
373,2370,s***h,0.1,0.037037037,0,0.311369048,0.333333333,0.993528095,0.311369048,0,7,0
374,432,5***_,0.125,0.142857143,0,0.490601852,0,0,0.490601852,0.5,7,0
378,783,l***s,0.222222222,0.214285714,0,0.964861111,0.357142857,0.993528095,0.964803241,1,1,0
379,783,h***a,0.045454545,0.035714286,0,0.978726852,0.357142857,0.993528095,0.978726852,0,1,0
381,1370,6***h,0,0.052631579,0,0.983546627,0.052631579,0,0.983546627,0,7,0
382,1185,i***o,0.151515152,0.3125,0,0.877666997,0,0,0.778978175,0.866666667,7,0
383,1185,o***h,0.176470588,0.1875,0.5,0.298953373,0,0,0.298931878,1,7,1
386,1185,h***u,0.235294118,0.25,1,0.375639881,0,0,0.375611773,1,7,1
389,715,l***4,0.111111111,0.090909091,0,4.9603E-06,0,0,4.9603E-06,0,7,0
390,715,9***9,0.022222222,0.090909091,0,1.6534E-06,0,0,1.6534E-06,0,7,0
392,1185,r***0,0.052631579,0.0625,0,0.387566138,0,0,0.387566138,0,7,0
399,2370,7***.,1,0.222222222,1,0.762243717,0.333333333,0.993528095,0.762215609,1,7,1
400,1370,e***e,0.036231884,0.263157895,1,0.805120701,0.052631579,0,0.805115741,0.865671642,7,1
402,1083,h***h,0.020833333,0.083333333,0,0.102337963,0,0,0.102337963,0,1,0
403,1083,y***e,0.041666667,0.166666667,0,0.045393519,0,0,0.045277778,1,1,0
406,1264,q***0,0.125,0.166666667,0,0.000162037,0,0,0.000162037,0.5,1,0
407,1264,a***a,0.003021148,0.166666667,0,0.000636574,0,0,0.000636574,0.848214286,1,0
408,1264,k***w,1,0.333333333,0,0.048912037,0,0,0.045787037,1,1,0
410,1264,s***o,0.038461538,0.166666667,0,0.145208333,0,0,0.145208333,0.769230769,1,0
411,1264,k***k,0.028571429,0.166666667,0,0.362303241,0,0,0.362303241,0.888888889,1,0
412,2534,r***o,0.069767442,0.272727273,0,0.106208333,0,0,0.025736111,0.866666667,5,0
413,2534,c***a,0.035714286,0.090909091,0,0.058918982,0,0,0.058918982,0,5,0
420,496,v***t,0.130434783,0.065217391,0,0.982577712,0.608695652,0.999935281,0.97942791,0,7,0
422,1541,a***a,0.003021148,0.0625,0,4.6296E-06,0,0,4.6296E-06,0,5,0
427,2273,m***c,0.2,0.02173913,0,0.000138889,0.608695652,0.993592814,0.000138889,0,1,0
428,2273,0***c,0.5,0.043478261,0,0.040706019,0.608695652,0.993592814,4.62963E-05,0,1,0
429,2273,b***n,0.2,0.02173913,0,0.004236111,0.608695652,0.993592814,0.004236111,0,1,0
430,2273,n***d,0.025,0.02173913,0,0.0190625,0.608695652,0.993592814,0.0190625,0,1,0
432,1582,m***b,0.066666667,0.166666667,0,0.608043982,0,0.993592814,0.608043982,0.6,1,0
433,1582,n***0,0.105263158,0.333333333,0,0.471851852,0,0.993592814,0.471851852,0.75,1,0
442,2273,z***l,0.333333333,0.130434783,0.5,0.738738426,0.608695652,0.993592814,0.734050926,1,1,1
446,276,s***n,0.023529412,0.181818182,0,0.022121362,0,0,0.000335648,0.935483871,7,0
447,276,t***a,0.055555556,0.090909091,0,9.9206E-06,0,0,9.9206E-06,0,7,0
448,276,4***i,0.25,0.272727273,0,0.692432209,0,0,0.000415013,1,7,0
449,1273,r***o,0.023255814,0.1,0,0.000185185,0,0,0.000185185,0.866666667,1,0
450,1273,s***6,0.25,0.1,0,9.25926E-05,0,0,9.25926E-05,1,1,0
451,1273,i***i,0.008264463,0.1,0,0.004872685,0,0,0.004872685,0.818181818,1,0
452,871,n***l,0.135135135,0.161290323,0,0.98806713,0.419354839,0.993592814,0.964072421,0.777777778,7,0
454,871,k***n,0.1,0.032258065,0,0.964737103,0.419354839,0.993592814,0.964737103,0,7,0
455,276,0***w,0.5,0.181818182,0,0.001031746,0,0,0.001021825,1,7,0
457,276,a***a,0.003021148,0.090909091,0,0.004193122,0,0,0.004193122,0,7,0
459,2273,a***s,0.12987013,0.217391304,0.5,0.779699074,0.608695652,0.993592814,0.733391204,0.923076923,1,1
461,2273,n***t,0.010416667,0.02173913,0,0.947986111,0.608695652,0.993592814,0.947986111,0,1,0
462,2273,a***a,0.024169184,0.173913043,0.5,0.986157407,0.608695652,0.993592814,0.485115741,0.848214286,1,1
464,1012,p***3,0.454545455,0.357142857,1,0.460441149,0,0,0.406625086,1,3,1
466,1473,z***a,0.166666667,0.045454545,0,0.445814043,0.181818182,0,0.445814043,0,3,0
467,1473,e***8,0.1875,0.136363636,0.5,0.287326389,0.181818182,0,0.254891975,0.666666667,3,0
468,1473,u***r,0.014084507,0.045454545,0,0.578152006,0.181818182,0,0.578152006,0,3,0
469,1473,a***a,0.006042296,0.090909091,0,0.860270062,0.181818182,0,0.860270062,0,3,0
471,871,5***_,0.875,0.225806452,0.5,0.878199405,0.419354839,0.993592814,0.876177249,0.5,7,1
472,871,s***0,0.05,0.032258065,0,0.014446098,0.419354839,0.993592814,0.014446098,0,7,0
475,378,e***l,0.018867925,0.142857143,0,0.760841601,0,0,0.760841601,0.857142857,7,0
476,871,i***e,0.115384615,0.096774194,0,0.555400132,0.419354839,0.993592814,0.551724537,0,7,0
477,871,6***r,0.357142857,0.161290323,0.5,0.858510251,0.419354839,0.993592814,0.858454034,0.8,7,1
480,1012,u***b,0.142857143,0.071428571,0,0.485208634,0,0,0.485208635,0,3,0
481,1012,e***-,0.2,0.071428571,0,0.703838843,0,0,0.703838843,0,3,0
482,1012,x***_,1,0.214285714,0,0.7009874,0,0,0.700975617,1,3,0
483,1582,n***t,0.010416667,0.166666667,0,0.783090278,0,0.993592814,0.783090278,1,1,0
484,1582,s***o,0.076923077,0.333333333,0,0.984143519,0,0.993592814,0.983981482,0.769230769,1,0
486,1314,e***_,0.1,0.153846154,0,0.730949074,0,0,0.730949074,0.833333333,1,0
489,1548,8***i,0.076923077,0.1,0,0.004166667,0,0,0.004166667,0.833333333,5,0
490,1548,a***n,0.03,0.3,0,0.001722222,0,0,0.001696759,0.666666667,5,0
492,1273,a***n,0.04,0.4,0,0.140648148,0,0,0.140648148,0.666666667,1,0
493,1273,t***b,0.2,0.1,0,0.012581019,0,0,0.012581019,1,1,0
495,1541,a***-,0.041666667,0.0625,0,0.001511574,0,0,0.001511574,0,5,0
496,1541,d***d,0.115384615,0.1875,0,0.002784722,0,0,0.000456019,0.916666667,5,0
498,1541,b***s,0.066666667,0.0625,0,0.145134259,0,0,0.145134259,0,5,0
499,1541,_***r,0.142857143,0.0625,0,0.006273148,0,0,0.006273148,0,5,0
500,1541,i***r,0.051724138,0.1875,0,0.73575,0,0,0.735706019,1,5,0
501,1541,_***a,0.142857143,0.0625,0,0.0864375,0,0,0.0864375,0,5,0
502,1541,c***s,0.25,0.0625,0,0.215131944,0,0,0.215131944,0,5,0
503,1541,g***r,0.024390244,0.0625,0,0.570488426,0,0,0.570488426,0,5,0
507,572,6***e,0.1875,0.096774194,0,0.597728175,0.419354839,0.993592814,0.0994709,0,7,0
509,572,a***i,0.02247191,0.064516129,0,0.577850529,0.419354839,0.993592814,0.577843915,0,7,0
510,572,b***b,0.025974026,0.064516129,0,0.272053571,0.419354839,0.993592814,0.272005622,0,7,0
513,572,a***u,0.03125,0.032258065,0,0.350580357,0.419354839,0.993592814,0.350580357,0,7,0
515,572,e***p,0.066666667,0.032258065,0,0.58139881,0.419354839,0.993592814,0.58139881,0,7,0
519,2165,s***2,0.5,0.06,0,0.954284722,0.64,0.993592814,0.954240741,0,5,0
524,354,a***2,0.2,0.090909091,0,0.002113095,0,0,0.002113095,0,7,0
526,354,c***a,0.107142857,0.272727273,0,0.005765542,0,0,0.005724206,0.875,7,0
527,354,w***i,0.5,0.181818182,0,0.00858631,0,0,0.005380291,1,7,0
529,550,u***d,0.111111111,0.2,0,0.002712191,0,0,0.002712191,1,3,0
530,550,0***l,0.074074074,0.4,0,0.08005787,0,0,0.000165895,0.8,3,0
531,550,a***d,0.029411765,0.2,0,0.210065586,0,0,0.210065586,0.923076923,3,0
532,818,r***r,0.008695652,0.076923077,0,0.97902392,0,0.993592814,0.97902392,0,3,0
533,514,3***e,0.1,0.125,0,0.995930886,0,0,0.995930886,1,7,0
538,1135,a***g,0.2,0.076923077,0,0.283561508,0,0,0.283561508,0,7,0
539,1135,b***r,0.043478261,0.076923077,0,0.487362765,0,0,0.487362765,0,7,0
540,1135,a***s,0.012987013,0.076923077,0,0.586916336,0,0,0.586916336,0,7,0
541,1135,b***f,0.5,0.076923077,0,0.690401786,0,0,0.690401786,0,7,0
543,2020,l***r,0.043478261,0.111111111,0,0.748657407,0,0,0.748657407,0.882352941,1,0
544,2020,a***n,0.01,0.111111111,0,0.874710648,0,0,0.874710648,0.666666667,1,0
546,1367,c***h,0.04,0.125,0,0.259549096,0,0,0.259549096,0.9,1,0
547,1367,v***u,0.333333333,0.625,1,0.298087075,0,0,0.258151668,0.5,1,1
551,1367,j***1,0.111111111,0.125,0,0.32423452,0,0,0.32423452,0.666666667,1,0
559,1367,t***c,0.043478261,0.125,0,0.507810074,0,0,0.507810074,0.8,1,0
565,2122,l***o,0.0625,0.25,0,0.007204034,0,0.993592814,0.007194114,0.923076923,7,0
566,2122,-***-,0.357142857,0.625,1,0.00249504,0,0.993592814,0.001747685,0.8,7,1
567,2122,i***i,0.008264463,0.125,0,0.005375331,0,0.993592814,0.005375331,0.818181818,7,0
569,582,r***h,0.008196721,0.028571429,0,0.689945988,0.485714286,0.993592814,0.689945988,0,3,0
570,582,-***e,0.016949153,0.028571429,0,0.707056327,0.485714286,0.993592814,0.707056327,0,3,0
572,582,i***i,0.008264463,0.028571429,0,0.870358796,0.485714286,0.993592814,0.870358796,0,3,0
574,582,d***i,0.5,0.028571429,0,0.965806327,0.485714286,0.993592814,0.965806327,0,3,0
575,582,r***r,0.017391304,0.057142857,0,0.956489198,0.485714286,0.993592814,0.956466049,0,3,0
576,733,e***t,0.034482759,0.1,0,0.000231482,0.1,0,0.000231482,0.611111111,5,0
577,733,p***a,0.047619048,0.05,0,0.000208333,0.1,0,0.000208333,0,5,0
578,431,i***i,0.024793388,0.176470588,0,0.606944444,0,0,0.002847222,0.818181818,1,0
580,431,g***t,0.2,0.058823529,0,0.156342593,0,0,0.156342593,0,1,0
582,431,0***l,0.111111111,0.176470588,0,0.537002315,0,0,0.330532407,0.8,1,0
588,431,d***k,0.6,0.352941176,1,0.403460648,0,0,0.328078704,0.75,1,1
591,427,g***6,0,0.1,0,0.95933642,0,0.993592814,0.95933642,1,3,0
601,870,0***k,0.583333333,0.152173913,1,0.196053241,0.608695652,0.99935281,0.195810185,1,1,1
605,870,c***c,0.037037037,0.043478261,0,0.263819444,0.608695652,0.99935281,0.263761574,0,1,0
607,1349,e***o,0.028571429,0.032258065,0,0.569576389,0.419354839,0.993592814,0.569576389,0,5,0
609,1349,7***n,0.5,0.161290323,0.5,0.909372685,0.419354839,0.993592814,0.909347222,1,5,1
616,1644,l***i,0.1125,0.219512195,1,0.314828042,0.56097561,0.993528095,0.314522156,0.954545455,7,1
617,1694,_***i,0.2,0.166666667,0,0.281122685,0,0,0.281108796,0.666666667,5,0
618,1694,s***a,0.010869565,0.083333333,0,0.352252315,0,0,0.352252315,0,5,0
620,25,e***e,0.007246377,0.055555556,0,4.46429E-05,0,0,4.46429E-05,0,7,0
624,1694,a***7,0.25,0.416666667,1,0.572435185,0,0,0.57231713,0.666666667,5,1
625,1694,0***l,0.111111111,0.25,0.5,0.507337963,0,0,0.507291667,0.8,5,0
626,1694,b***j,0,0.083333333,0,0.619074074,0,0,0.619074074,0,5,0
629,1962,8***a,0.022727273,0.076923077,0,0.115127315,0,0,0.115127315,0,3,0
630,39,a***e,0.011627907,0.038461538,0,0.983599537,0.307692308,0.993592814,0.983599537,0,1,0
631,39,e***n,0.045454545,0.038461538,0,0.990115741,0.307692308,0.993592814,0.990115741,0,1,0
632,807,9***a,0.2,0.04,0,0.937619599,0.28,0,0.937619599,0,3,0
633,807,t***j,0.047619048,0.04,0,0.993070988,0.28,0,0.993070988,0,3,0
636,539,d***l,0.5,0.125,0,0.001011905,0.25,0,0.000968915,0.5,7,0
638,539,r***k,0.142857143,0.041666667,0,0.009904101,0.25,0,0.009904101,0,7,0
639,539,i***t,0.033333333,0.041666667,0,0.027681878,0.25,0,0.027681878,0,7,0
640,539,a***m,0.049382716,0.166666667,1,0.057395833,0.25,0,0.057316468,0.885714286,7,1
647,25,e***o,0.028571429,0.055555556,0,0.806698082,0,0,0.806698082,0,7,0
655,944,3***5,0.272727273,0.088235294,0,0.539434524,0.470588235,0.993592814,0.535342262,0,7,0
656,944,t***n,0.111111111,0.352941176,1,0.540610119,0.470588235,0.993592814,0.535261243,0.821428571,7,1
660,1943,h***o,0.076923077,0.03125,0,0.506539352,0.4375,0.993592814,0.506539352,0,3,0
661,1943,t***t,0.03030303,0.03125,0,0.256161265,0.4375,0.993592814,0.256161265,0,3,0
662,1943,w***i,0.25,0.03125,0,0.290474537,0.4375,0.993592814,0.290474537,0,3,0
663,2079,r***f,0.027027027,0.166666667,0,0.000150463,0,0,0.000150463,0.933333333,1,0
664,2079,h***m,0.052631579,0.166666667,0,0.142916667,0,0,0.142916667,0.727272727,1,0
665,2079,l***u,0.166666667,0.166666667,0,0.433877315,0,0,0.433877315,0.8,1,0
666,539,r***b,0.105263158,0.083333333,0,0.057809193,0.25,0,0.057795966,0,7,0
668,539,o***4,0,0.041666667,0,0.103521825,0.25,0,0.103521825,0,7,0
670,240,s***.,0.5,0.037037037,0,0.439112103,0.333333333,0.961233291,0.439112103,0,7,0
675,2381,c***a,0.035714286,0.2,0,0.007569444,0,0.993592814,0.007569444,0.875,1,0
676,2381,u***b,0.285714286,0.4,0,0.0003125,0,0.993592814,3.47222E-05,0.666666667,1,0
682,506,z***n,0.25,0.058823529,0,0.00777392,0,0,0.00777392,0,3,0
687,1342,s***i,0.010309278,0.041666667,0,0.168085648,0.25,0.999935281,0.168085648,0,10,0
